FrameNumber,HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ,ViewFrame
392,344.3400,503.0000,1102.6730,1.4947,196.6327,0.0000,0
393,327.2145,503.0000,1107.7280,1.4947,196.3265,0.0000,0
394,310.1039,503.0000,1112.7030,1.4947,196.1225,0.0000,0
395,306.1527,503.0000,1113.8450,1.4947,195.9184,0.0000,0
396,306.1527,503.0000,1113.8450,1.4947,195.9184,0.0000,0
397,306.1527,503.0000,1113.8450,1.4947,195.7143,0.0000,0
398,306.1527,503.0000,1113.8450,1.4947,195.3061,0.0000,0
399,306.1527,503.0000,1113.8450,1.4947,195.3061,0.0000,0
400,306.1527,503.0000,1113.8450,1.4947,195.2041,0.0000,0
401,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
402,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
403,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
404,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
405,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
406,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
407,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
408,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
409,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
410,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
411,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
412,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
413,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
414,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
415,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
416,306.1527,503.0000,1113.8450,1.4947,194.8980,0.0000,0
417,306.1527,503.0000,1113.8450,1.4947,194.7959,0.0000,0
418,306.1527,503.0000,1113.8450,1.4947,193.8776,0.0000,0
419,306.1527,503.0000,1113.8450,1.3189,192.8572,0.0000,0
420,306.1527,503.0000,1113.8450,1.3189,192.4490,0.0000,0
421,306.1527,503.0000,1113.8450,1.2310,191.5306,0.0000,0
422,306.1527,503.0000,1113.8450,0.7913,188.2653,0.0000,0
423,306.1527,503.0000,1113.8450,0.6155,186.2245,0.0000,0
424,306.1527,503.0000,1113.8450,0.3517,186.0204,0.0000,0
425,306.1527,503.0000,1113.8450,0.3517,186.0204,0.0000,0
426,306.1527,503.0000,1113.8450,0.3517,186.0204,0.0000,0
427,306.1527,503.0000,1113.8450,0.3517,186.0204,0.0000,0
428,306.1527,503.0000,1113.8450,0.3517,186.0204,0.0000,0
429,306.1527,503.0000,1113.8450,0.3517,186.0204,0.0000,0
430,306.1527,503.0000,1113.8450,0.3517,185.8163,0.0000,0
431,307.3918,503.0764,1126.2280,0.3517,185.7143,0.0000,0
432,308.7614,503.1608,1139.9140,0.3517,185.7143,0.0000,0
433,310.1342,503.2455,1153.6330,0.3517,185.7143,0.0000,0
434,311.4823,503.3285,1167.1050,0.3517,185.7143,0.0000,0
435,312.8333,503.4118,1180.6050,0.3517,185.7143,0.0000,0
436,314.1898,503.4954,1194.1610,0.3517,185.7143,0.0000,0
437,315.5504,503.5793,1207.7580,0.3517,185.7143,0.0000,0
438,316.9041,503.6628,1221.2870,0.3517,185.7143,0.0000,0
439,318.2715,503.7471,1234.9530,0.3517,185.7143,0.0000,0
440,319.6014,503.8292,1248.2430,0.3517,185.7143,0.0000,0
441,320.9434,503.9119,1261.6540,0.3517,185.7143,0.0000,0
442,322.2897,503.9949,1275.1080,0.3517,185.7143,0.0000,0
443,323.6638,504.0796,1288.8410,0.3517,185.7143,0.0000,0
444,325.0259,504.1635,1302.4530,0.3517,185.7143,0.0000,0
445,307.0078,504.2561,1319.4220,0.3517,185.7143,0.0000,0
446,290.1074,504.2989,1328.0810,0.3517,185.2041,0.0000,0
447,272.6993,504.2989,1329.4280,0.4396,183.7755,0.0000,0
448,255.3904,504.2989,1330.4770,0.4396,183.3674,0.0000,0
449,246.6586,504.2989,1330.9910,0.4396,182.9592,0.0000,0
450,246.6586,504.2989,1330.9910,0.4396,182.5510,0.0000,0
451,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
452,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
453,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
454,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
455,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
456,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
457,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
458,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
459,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
460,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
461,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
462,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
463,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
464,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
465,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
466,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
467,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
468,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
469,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
470,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
471,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
472,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
473,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
474,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
475,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
476,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
477,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
478,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
479,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
480,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
481,246.6586,504.2989,1330.9910,0.4396,182.3470,0.0000,0
